book_id,original_publication_year,title,author
454,1985.0,If You Give a Mouse a Cookie,Laura Joffe Numeroff
455,2005.0,"Something Blue (Darcy & Rachel, #2)",Emily Giffin
456,1947.0,A Streetcar Named Desire,Tennessee Williams
457,2005.0,The Historian,Elizabeth Kostova
458,2014.0,Station Eleven,Emily St. John Mandel
459,2012.0,A Man Called Ove,Fredrik Backman
460,2013.0,"Clockwork Princess (The Infernal Devices, #3)",Cassandra Clare
461,1931.0,"The Good Earth (House of Earth, #1)",Pearl S. Buck
462,1972.0,Ways of Seeing,John Berger
463,1992.0,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon
464,1611.0,Holy Bible: King James Version,Anonymous
465,2002.0,In Her Shoes,Jennifer Weiner
466,1989.0,The Hobbit: Graphic Novel,Chuck Dixon
467,2007.0,The Brief Wondrous Life of Oscar Wao,Junot Díaz
468,1937.0,Their Eyes Were Watching God,Zora Neale Hurston
469,2001.0,Fantastic Beasts and Where to Find Them,Newt Scamander
470,2012.0,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai
471,1814.0,Mansfield Park,Jane Austen
472,1946.0,Man's Search for Meaning,Viktor E. Frankl
473,2007.0,"In the Woods (Dublin Murder Squad, #1)",Tana French
474,2006.0,The God Delusion,Richard Dawkins
475,2011.0,"Where She Went (If I Stay, #2)",Gayle Forman
476,1978.0,The World According to Garp,John Irving
477,1997.0,"Killing Floor (Jack Reacher, #1)",Lee Child
478,1719.0,Robinson Crusoe,Daniel Defoe
479,1513.0,The Prince,Niccolò Machiavelli
480,2000.0,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman
481,1994.0,"Wizard's First Rule (Sword of Truth, #1)",Terry Goodkind
482,2010.0,The Kitchen House,Kathleen Grissom
483,1961.0,Franny and Zooey,J.D. Salinger
484,2001.0,Choke,Chuck Palahniuk
485,1880.0,The Brothers Karamazov,Fyodor Dostoyevsky
486,2003.0,"The City of Ember (Book of Ember, #1)",Jeanne DuPrau
487,1969.0,The Andromeda Strain,Michael Crichton
488,1996.0,The Green Mile,Stephen King
489,1923.0,The Prophet,Kahlil Gibran
490,1985.0,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman
491,2008.0,"Untamed (House of Night, #4)",P.C. Cast
492,1986.0,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card
493,1952.0,Mere Christianity,C.S. Lewis
494,1992.0,The Secret History,Donna Tartt
495,2000.0,A Heartbreaking Work of Staggering Genius,Dave Eggers
496,1980.0,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel
497,1877.0,Black Beauty,Anna Sewell
498,1869.0,War and Peace,Leo Tolstoy
499,1991.0,American Psycho,Bret Easton Ellis
500,2000.0,"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot
501,1998.0,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith
502,2004.0,"The Walking Dead, Vol. 01: Days Gone Bye",Robert Kirkman
503,1968.0,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke
504,1991.0,Redeeming Love,Francine Rivers
505,1995.0,"Left Behind (Left Behind, #1)",Tim LaHaye
506,2014.0,"The One (The Selection, #3)",Kiera Cass
507,2010.0,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins
508,2001.0,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich
509,2008.0,Remember Me?,Sophie Kinsella
510,1990.0,"The Great Hunt (Wheel of Time, #2)",Robert Jordan
511,1990.0,"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell
512,1849.0,The Complete Stories and Poems,Edgar Allan Poe
513,1971.0,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom
514,1892.0,The Adventures of Sherlock Holmes,Arthur Conan Doyle
515,1986.0,The Prince of Tides,Pat Conroy
516,2000.0,The Amazing Adventures of Kavalier & Clay,Michael Chabon
517,2008.0,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles
518,1904.0,Peter Pan,J.M. Barrie
519,2005.0,"Pretties (Uglies, #2)",Scott Westerfeld
520,1994.0,The Wind-Up Bird Chronicle,Haruki Murakami
521,2005.0,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",Michael Connelly
522,2004.0,Cloud Atlas,David Mitchell
523,1990.0,The Things They Carried,Tim O'Brien
524,1988.0,Wall and Piece,Banksy
525,2012.0,"Pandemonium (Delirium, #2)",Lauren Oliver
526,2004.0,"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay
527,2002.0,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris
528,1991.0,"The Dragon Reborn (Wheel of Time, #3)",Robert Jordan
529,1726.0,Gulliver's Travels,Jonathan Swift
530,1598.0,Much Ado About Nothing,William Shakespeare
531,975.0,Beowulf,Unknown
532,1987.0,Batman: Year One,Frank Miller
533,2015.0,Go Set a Watchman,Harper Lee
534,2008.0,When You Are Engulfed in Flames,David Sedaris
535,2011.0,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor
536,2015.0,"Red Queen (Red Queen, #1)",Victoria Aveyard
537,2011.0,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg
538,1994.0,Midnight in the Garden of Good and Evil,John Berendt
539,2012.0,"Hopeless (Hopeless, #1)",Colleen Hoover
540,1905.0,A Little Princess,Frances Hodgson Burnett
541,2004.0,The Truth About Forever,Sarah Dessen
542,1954.0,"The Horse and His Boy (Chronicles of Narnia, #5)",C.S. Lewis
543,2010.0,"Last Sacrifice (Vampire Academy, #6)",Richelle Mead
544,1935.0,"Little House on the Prairie (Little House, #2)",Laura Ingalls Wilder
545,1922.0,The Velveteen Rabbit,Margery Williams Bianco
546,1974.0,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig
547,1897.0,The War of the Worlds,H.G. Wells
548,2006.0,"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard
549,1948.0,Corduroy,Don Freeman
550,2006.0,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan
551,2013.0,Life After Life,Kate Atkinson
552,2000.0,The Rescue,Nicholas Sparks
553,1991.0,Needful Things,Stephen King
554,1993.0,"Voyager (Outlander, #3)",Diana Gabaldon
555,1996.0,"Hamlet: Screenplay, Introduction And Film Diary",Kenneth Branagh
556,1981.0,Cujo,Stephen King
557,1993.0,The Virgin Suicides,Jeffrey Eugenides
558,2004.0,"Dead to the World (Sookie Stackhouse, #4)",Charlaine Harris
559,1891.0,Tess of the D'Urbervilles,Thomas Hardy
560,1856.0,Madame Bovary,Gustave Flaubert
561,1961.0,The Phantom Tollbooth,Norton Juster
562,2010.0,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson
563,2003.0,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris
564,2006.0,It's Kind of a Funny Story,Ned Vizzini
565,2007.0,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson
566,2015.0,"After You (Me Before You, #2)",Jojo Moyes
567,2011.0,The Language of Flowers,Vanessa Diffenbaugh
568,1986.0,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",Frank Miller
569,2005.0,"The Angel Experiment (Maximum Ride, #1)",James Patterson
570,1995.0,High Fidelity,Nick Hornby
571,2003.0,The Guardian,Nicholas Sparks
572,2003.0,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood
573,1998.0,"Men Are from Mars, Women Are from Venus",John Gray
574,2000.0,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain
575,1999.0,Timeline,Michael Crichton
576,1759.0,Candide,Voltaire
577,1975.0,Tuck Everlasting,Natalie Babbitt
578,1983.0,Christine,Stephen King
579,1960.0,Are You My Mother?,P.D. Eastman
580,1950.0,The Story of Art,E.H. Gombrich
581,2013.0,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer
582,1997.0,"Rich Dad, Poor Dad",Robert T. Kiyosaki
583,2011.0,"Silence (Hush, Hush, #3)",Becca Fitzpatrick
584,2009.0,The Magicians (The Magicians #1),Lev Grossman
585,2004.0,"Death Note, Vol. 1: Boredom (Death Note, #1)",Tsugumi Ohba
586,2003.0,"A Great and Terrible Beauty (Gemma Doyle, #1)",Libba Bray
587,2002.0,Everything Is Illuminated,Jonathan Safran Foer
588,1986.0,"The Bourne Supremacy (Jason Bourne, #2)",Robert Ludlum
589,2012.0,"Easy (Contours of the Heart, #1)",Tammara Webber
590,1849.0,David Copperfield,Charles Dickens
591,2007.0,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie
592,1967.0,The Master and Margarita,Mikhail Bulgakov
593,1968.0,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin
594,2000.0,Because of Winn-Dixie,Kate DiCamillo
595,1959.0,A Separate Peace,John Knowles
596,1995.0,The Rainmaker,John Grisham
597,1605.0,Don Quixote,Miguel de Cervantes Saavedra
598,1995.0,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb
599,1980.0,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams
600,2010.0,"Torment (Fallen, #2)",Lauren Kate
601,1901.0,The Tale of Peter Rabbit,Beatrix Potter
602,1953.0,"The Silver Chair (Chronicles of Narnia, #4)",C.S. Lewis
603,2008.0,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson
604,1993.0,"Girl, Interrupted",Susanna Kaysen
605,2007.0,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler
606,1970.0,Jonathan Livingston Seagull,Richard Bach
607,2014.0,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare
608,1986.0,Love You Forever,Robert Munsch
609,2006.0,Cell,Stephen King
610,2013.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown
611,1977.0,The Silmarillion (Middle-Earth Universe),J.R.R. Tolkien
612,1987.0,"The Drawing of the Three (The Dark Tower, #2)",Stephen King
613,2008.0,The Forgotten Garden,Kate Morton
614,1925.0,The Trial,Franz Kafka
615,2002.0,This Lullaby,Sarah Dessen
616,2000.0,Plain Truth,Jodi Picoult
617,2010.0,Orange Is the New Black,Piper Kerman
618,1902.0,The Hound of the Baskervilles,Arthur Conan Doyle
619,2011.0,"Thinking, Fast and Slow",Daniel Kahneman
620,1982.0,"The Mists of Avalon (Avalon, #1)",Marion Zimmer Bradley
621,1970.0,"Are You There God? It's Me, Margaret",Judy Blume
622,2002.0,Nights in Rodanthe,Nicholas Sparks
623,2014.0,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King
624,2007.0,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris
625,1997.0,Midwives,Chris Bohjalian
626,1985.0,The Polar Express,Chris Van Allsburg
627,1989.0,The True Story of the 3 Little Pigs,Jon Scieszka
628,1987.0,"Patriot Games (Jack Ryan Universe, #2)",Tom Clancy
629,1998.0,Veronika Decides to Die,Paulo Coelho
630,2013.0,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg
631,2005.0,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris
632,2011.0,"Shatter Me (Shatter Me, #1)",Tahereh Mafi
633,1959.0,Starship Troopers,Robert A. Heinlein
634,2011.0,I've Got Your Number,Sophie Kinsella
635,1991.0,Sophie's World,Jostein Gaarder
636,2011.0,"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",Mark Cotta Vaz
637,1950.0,The Martian Chronicles,Ray Bradbury
638,2010.0,A Visit from the Goon Squad,Jennifer Egan
639,1880.0,Heidi,Johanna Spyri
640,2002.0,Prey,Michael Crichton
641,1956.0,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis
642,2007.0,"World Without End (The Kingsbridge Series, #2)",Ken Follett
643,2008.0,"Chosen (House of Night, #3)",P.C. Cast
644,2012.0,"Slammed (Slammed, #1)",Colleen Hoover
645,2007.0,"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn
646,1390.0,The Canterbury Tales,Geoffrey Chaucer
647,2006.0,Baby Proof,Emily Giffin
648,2011.0,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini
649,2009.0,1Q84,Haruki Murakami
650,1852.0,Uncle Tom's Cabin,Harriet Beecher Stowe
651,1909.0,The Phantom of the Opera,Gaston Leroux
652,2006.0,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris
653,1995.0,Blindness,José Saramago
654,2010.0,Freedom,Jonathan Franzen
655,2011.0,"Crossed (Matched, #2)",Ally Condie
656,2006.0,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter
657,2008.0,The White Tiger,Aravind Adiga
658,2001.0,The Corrections,Jonathan Franzen
659,1995.0,Dreams from My Father: A Story of Race and Inheritance,Barack Obama
660,1980.0,Congo,Michael Crichton
661,1972.0,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst
662,1999.0,Interpreter of Maladies,Jhumpa Lahiri
663,1980.0,A People's History of the United States,Howard Zinn
664,1958.0,Breakfast at Tiffany's,Truman Capote
665,2010.0,"The Passage (The Passage, #1)",Justin Cronin
666,2005.0,Anansi Boys,Neil Gaiman
667,2009.0,Along for the Ride,Sarah Dessen
668,2014.0,Everything I Never Told You,Celeste Ng
669,1982.0,The House of the Spirits,Isabel Allende
670,1979.0,The Dead Zone,Stephen King
671,1920.0,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie
672,1934.0,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie
673,2013.0,Americanah,Chimamanda Ngozi Adichie
674,2001.0,Suzanne's Diary for Nicholas,James Patterson
675,1980.0,Firestarter,Stephen King
676,2013.0,"Entwined with You (Crossfire, #3)",Sylvia Day
677,2009.0,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall
678,2014.0,The Storied Life of A.J. Fikry,Gabrielle Zevin
679,1939.0,Madeline,Ludwig Bemelmans
680,1937.0,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,Napoleon Hill
681,1932.0,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder
682,2004.0,Jonathan Strange & Mr Norrell,Susanna Clarke
683,2001.0,A Bend in the Road,Nicholas Sparks
684,2013.0,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan
685,2008.0,"Gone (Gone, #1)",Michael  Grant
686,2003.0,"The Wedding (The Notebook, #2)",Nicholas Sparks
687,2005.0,1776,David McCullough
688,2003.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer
689,2012.0,Beautiful Ruins,Jess Walter
690,2006.0,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama
691,1999.0,On Writing: A Memoir of the Craft,Stephen King
692,2008.0,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah
693,1987.0,Sphere,Michael Crichton
694,2008.0,Love the One You're With,Emily Giffin
695,2014.0,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith
696,1985.0,"The Vampire Lestat (The Vampire Chronicles, #2)",Anne Rice
697,2011.0,State of Wonder,Ann Patchett
698,2008.0,The Silver Linings Playbook,Matthew Quick
699,1869.0,Twenty Thousand Leagues Under the Sea,Jules Verne
700,2005.0,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory
701,1925.0,Mrs. Dalloway,Virginia Woolf
702,2009.0,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson
703,1998.0,Bag of Bones,Stephen King
704,1985.0,The Cider House Rules,John Irving
705,1984.0,Thinner,Richard Bachman
706,1872.0,Around the World in Eighty Days,Jules Verne
707,1994.0,Walk Two Moons,Sharon Creech
708,2003.0,Eleven Minutes,Paulo Coelho
709,1953.0,Nine Stories,J.D. Salinger
710,2005.0,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",Julie Powell
711,2007.0,"Unwind (Unwind, #1)",Neal Shusterman
712,1996.0,"Drums of Autumn (Outlander, #4)",Diana Gabaldon
713,2013.0,"Prodigy (Legend, #2)",Marie Lu
714,1603.0,King Lear,William Shakespeare
715,1949.0,Death of a Salesman,Arthur Miller
716,2007.0,The Choice,Nicholas Sparks
717,2012.0,The Hunger Games: Official Illustrated Movie Companion,Kate Egan
718,1929.0,The Sound and the Fury,William Faulkner
719,2005.0,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle
720,2002.0,"Bleach, Volume 01",Tite Kubo
721,2013.0,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh
722,1992.0,"The Shadow Rising (Wheel of Time, #4)",Robert Jordan
723,2003.0,Shantaram,Gregory David Roberts
724,2008.0,"From Dead to Worse (Sookie Stackhouse, #8)",Charlaine Harris
725,1991.0,"The Waste Lands (The Dark Tower, #3)",Stephen King
726,1997.0,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver
727,1995.0,The Reader,Bernhard Schlink
728,1967.0,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.
729,1989.0,"Hyperion (Hyperion Cantos, #1)",Dan Simmons
730,1947.0,The Pearl,John Steinbeck
731,1971.0,The Exorcist,William Peter Blatty
732,2009.0,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",Stephenie Meyer
733,1994.0,Snow Falling on Cedars,David Guterson
734,1976.0,Roots: The Saga of an American Family,Alex Haley
735,1988.0,Batman: The Killing Joke,Alan Moore
736,1952.0,Invisible Man,Ralph Ellison
737,2007.0,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah
738,1971.0,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Robert C. O'Brien
739,1982.0,Different Seasons,Stephen King
740,1953.0,"The Little House Collection (Little House, #1-9)",Laura Ingalls Wilder
741,1998.0,The Girls' Guide to Hunting and Fishing,Melissa Bank
742,2012.0,"Wool Omnibus (Silo, #1)",Hugh Howey
743,2002.0,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore
744,1997.0,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle
745,2012.0,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson
746,2006.0,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch
747,1995.0,"Sabriel (Abhorsen,  #1)",Garth Nix
748,2009.0,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris
749,2013.0,The Storyteller,Jodi Picoult
750,2011.0,"Obsidian (Lux, #1)",Jennifer L. Armentrout
751,1982.0,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Douglas Adams
752,2013.0,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas
753,2004.0,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley
754,2008.0,Half Broke Horses,Jeannette Walls
755,1987.0,"Mort (Death, #1; Discworld, #4)",Terry Pratchett
756,2010.0,"The Iron King (The Iron Fey, #1)",Julie Kagawa
757,1985.0,Lonesome Dove,Larry McMurtry
758,2003.0,Stiff: The Curious Lives of Human Cadavers,Mary Roach
759,2011.0,"Bloodlines (Bloodlines, #1)",Richelle Mead
760,1998.0,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card
761,2009.0,Twenties Girl,Sophie Kinsella
762,1982.0,Schindler's List,Thomas Keneally
763,1970.0,The Bluest Eye,Toni Morrison
764,2009.0,"The White Queen (The Plantagenet and Tudor Novels, #2)",Philippa Gregory
765,1965.0,The Autobiography of Malcolm X,Malcolm X
766,1989.0,Preludes & Nocturnes (The Sandman #1),Neil Gaiman
767,1999.0,Seabiscuit: An American Legend,Laura Hillenbrand
768,2003.0,Shutter Island,Dennis Lehane
769,1894.0,The Complete Sherlock Holmes,Arthur Conan Doyle
770,1599.0,Julius Caesar,William Shakespeare
771,2011.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson
772,-380.0,The Republic,Plato
773,1593.0,The Taming of the Shrew,William Shakespeare
774,2014.0,"Cress (The Lunar Chronicles, #3)",Marissa Meyer
775,2010.0,Just Kids,Patti Smith
776,1997.0,The Art Book,Phaidon Press
777,2001.0,Jemima J,Jane Green
778,1831.0,The Hunchback of Notre-Dame,Victor Hugo
779,1996.0,A Fine Balance,Rohinton Mistry
780,1987.0,Calvin and Hobbes,Bill Watterson
781,2006.0,"Specials (Uglies, #3)",Scott Westerfeld
782,1899.0,The Awakening,Kate Chopin
783,2009.0,"Hunted (House of Night, #5)",P.C. Cast
784,2006.0,For One More Day,Mitch Albom
785,1989.0,"Clear and Present Danger (Jack Ryan Universe, #6)",Tom Clancy
786,1996.0,Falling Up,Shel Silverstein
787,2010.0,Sh*t My Dad Says,Justin Halpern
788,1993.0,Trainspotting,Irvine Welsh
789,1952.0,Foundation and Empire (Foundation #2),Isaac Asimov
790,1997.0,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz
791,2010.0,House Rules,Jodi Picoult
792,1812.0,The Complete Grimm's Fairy Tales,Jacob Grimm
793,1967.0,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg
794,2013.0,"Doctor Sleep (The Shining, #2)",Stephen King
795,1998.0,About a Boy,Nick Hornby
796,2012.0,"On Dublin Street (On Dublin Street, #1)",Samantha Young
797,2008.0,Crazy Love: Overwhelmed by a Relentless God,Francis Chan
798,1960.0,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss
799,1987.0,Watchers,Dean Koontz
800,1902.0,The Story of My Life,Helen Keller
801,2009.0,This is Where I Leave You,Jonathan Tropper
802,2010.0,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith
803,1999.0,"Fruits Basket, Vol. 1",Natsuki Takaya
